iter	RMSE
662	2.035411497
663	2.031509039
664	2.029568234
665	2.028186879
666	2.02487264
667	2.022184034
668	2.019917834
669	2.016620203
670	2.013381779
671	2.010990478
672	2.008451642
673	2.005450891
674	2.002690495
675	1.99955826
676	1.99579882
677	1.993887558
678	1.990994708
679	1.988023619
680	1.984491628
681	1.98012243
682	1.977717111
683	1.974582551
684	1.969984041
685	1.966717659
686	1.964648705
687	1.961380232
688	1.957787663
689	1.954251151
690	1.949618084
691	1.94675734
692	1.943954529
693	1.941530893
694	1.938798609
695	1.935809873
696	1.933371496
697	1.930821717
698	1.927356841
699	1.92394648
700	1.92276033
701	1.918797663
702	1.916553182
703	1.914985977
704	1.912418605
705	1.910594295
706	1.908117978
707	1.906265031
708	1.904850751
709	1.902891785
710	1.900994865
711	1.897561107
712	1.895348558
713	1.892483447
714	1.889942455
715	1.887832025
716	1.886241695
717	1.88463433
718	1.881170088
719	1.879326128
720	1.877813295
721	1.874671339
722	1.872839937
723	1.869973084
724	1.868910143
725	1.866157264
726	1.86581965
727	1.863431323
728	1.861117788
729	1.856981904
730	1.855155185
731	1.853549397
732	1.850154317
733	1.849765389
734	1.848100346
735	1.846248995
736	1.845827338
737	1.844395881
738	1.842140223
739	1.838523885
740	1.836734699
741	1.834637911
742	1.833393473
743	1.830019733
744	1.829099735
745	1.824375641
746	1.822430497
747	1.819252252
748	1.815428488
749	1.813137872
750	1.810874759
751	1.810606835
752	1.809483675
753	1.808325159
754	1.806002163
755	1.802791655
756	1.800990383
757	1.798909087
758	1.798126363
759	1.794408506
760	1.793703108
761	1.792384488
762	1.789547742
763	1.788191818
764	1.785619552
765	1.784367498
766	1.782097313
767	1.780913119
768	1.779703299
769	1.776698876
770	1.776593224
771	1.77437706
772	1.771392864
773	1.768831571
774	1.768580993
775	1.766499997
776	1.76376093
777	1.761342718
778	1.75864697
779	1.756138094
780	1.753775479
781	1.753341375
782	1.750562008
783	1.749404121
784	1.746611549
785	1.74498962
786	1.742919758
787	1.739676547
788	1.73884054
789	1.736883283
790	1.735044179
791	1.73129471
792	1.729302915
793	1.727926051
794	1.724968751
795	1.723262302
796	1.72140575
797	1.721252515
798	1.71925069
799	1.717625989
800	1.715514632
801	1.713835639
802	1.712239967
803	1.711058729
804	1.709816221
805	1.708429564
806	1.706423052
807	1.705264943
808	1.702800035
809	1.701359509
810	1.699654793
811	1.698051463
812	1.695868198
813	1.69509033
814	1.693742545
815	1.691546866
816	1.689774339
817	1.688376449
818	1.685631737
819	1.683427615
820	1.682702866
821	1.680400523
822	1.678042956
823	1.676291672
824	1.675259095
825	1.674120547
826	1.672891149
827	1.670934165
828	1.66995678
829	1.669100507
830	1.667438521
831	1.664553806
832	1.66144042
833	1.657432734
834	1.654778347
835	1.652018338
836	1.651244189
837	1.650224286
838	1.647664673
839	1.646454517
840	1.644456105
841	1.642979338
842	1.642491086
843	1.641935987
844	1.640344519
845	1.637747934
846	1.635651511
847	1.634717782
848	1.631768063
849	1.630324249
850	1.628306702
851	1.626045528
852	1.623308127
853	1.62195319
854	1.619737157
855	1.616564076
856	1.615590105
857	1.615226916
858	1.614754288
859	1.61311997
860	1.610094077
861	1.607829504
862	1.60604555
863	1.604435677
864	1.60256706
865	1.600987397
866	1.599511361
867	1.598046474
868	1.595289336
869	1.59263603
870	1.591174041
871	1.589235198
872	1.58748778
873	1.585481069
874	1.584369321
875	1.582116544
876	1.580897346
877	1.578663702
878	1.578135624
879	1.575037556
880	1.57275097
881	1.570342625
882	1.568593186
883	1.566662729
884	1.565747825
885	1.564023518
886	1.561603575
887	1.559054317
888	1.556749946
889	1.556199107
890	1.554952235
891	1.553837458
892	1.551336409
893	1.549679977
894	1.548815902
895	1.548520321
896	1.546383521
897	1.54508227
898	1.543112194
899	1.541327145
900	1.540561467
901	1.539232858
902	1.537576703
903	1.536429667
904	1.534923953
905	1.533431878
906	1.530679776
907	1.528202125
908	1.526854767
909	1.52601973
910	1.52502789
911	1.522723323
912	1.52095549
913	1.519218075
914	1.516420355
915	1.515334877
916	1.513035012
917	1.511603339
918	1.510040925
919	1.506896559
920	1.506086245
921	1.505190611
922	1.50421699
923	1.501716212
924	1.500671813
925	1.499384171
926	1.496910251
927	1.495653138
928	1.49344996
929	1.491712349
930	1.488837779
931	1.48707942
932	1.485019887
933	1.484255986
934	1.482879534
935	1.48060951
936	1.479080069
937	1.477534225
938	1.47471039
939	1.473235843
940	1.472797709
941	1.469657785
942	1.467919452
943	1.466001934
944	1.464039157
945	1.462532094
946	1.461059201
947	1.459684371
948	1.457734629
949	1.456444795
950	1.454785051
951	1.453462753
952	1.452023795
953	1.450463685
954	1.449240105
955	1.447642678
956	1.446635087
957	1.445055143
958	1.444087621
959	1.443271999
960	1.441667385
961	1.440045534
962	1.437584838
963	1.435904435
964	1.434857864
965	1.433978475
966	1.432132241
967	1.43107589
968	1.430270619
969	1.429676313
970	1.427946603
971	1.427011058
972	1.425194176
973	1.423689821
974	1.42120046
975	1.4198115
976	1.419078267
977	1.418344599
978	1.418146757
979	1.416230741
980	1.414851804
981	1.413432929
982	1.41217312
983	1.410077258
984	1.408435082
985	1.406522241
986	1.404841414
987	1.40217869
988	1.401624582
989	1.400258286
990	1.399181955
991	1.397512394
992	1.394915128
993	1.392847222
994	1.391125713
995	1.389552135
996	1.388314133
997	1.386952873
998	1.385155203
999	1.383659971
